u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
8,7,0,Kanpur-Lucknow,motorway,1,7000,70.0,360.0,3250,2975,5400.0,0.648,369.53,moderate,9.529999999999973,0.9742104835872597,7,0.625,0.7778,0.4432,1.0,0.8125,1.0,0.0571,0.2764,26.8,80.92,26.8237,80.9181,Kanpur Rd,Alambagh
9,4,0,Faizabad Link,primary,0,4000,50.0,288.0,2200,1870,3600.0,0.611,294.03,moderate,6.029999999999973,0.9794918885827978,5,0.25,0.3333,0.2364,0.0,0.0,0.5,0.0187,0.132,26.885,81.02,26.8851,80.9963,Faizabad Rd,Indira Nagar
4,9,0,Faizabad Link,primary,0,4000,50.0,288.0,2200,1870,3600.0,0.611,294.03,moderate,6.029999999999973,0.9794918885827978,5,0.25,0.3333,0.2364,0.0,0.0,0.5,0.0187,0.132,26.8851,80.9963,26.885,81.02,Indira Nagar,Faizabad Rd
10,3,0,Sitapur-Aliganj,secondary,0,8000,60.0,480.0,2500,2125,1800.0,1.389,747.92,gridlock,267.91999999999996,0.6417798695047598,4,0.75,0.5556,0.7879,0.2857,0.1875,0.0,0.8266,1.0,26.925,80.93,26.8846,80.9361,Sitapur Rd,Aliganj
3,10,0,Sitapur-Aliganj,secondary,0,8000,60.0,480.0,2500,2125,1800.0,1.389,747.92,gridlock,267.91999999999996,0.6417798695047598,4,0.75,0.5556,0.7879,0.2857,0.1875,0.0,0.8266,1.0,26.8846,80.9361,26.925,80.93,Aliganj,Sitapur Rd
11,6,0,Raebareli Rd,primary,0,8000,60.0,480.0,2800,2380,3600.0,0.778,506.35,heavy,26.350000000000023,0.9479608966130147,5,0.75,0.5556,0.7879,0.5714,0.375,0.5,0.1921,0.5381,26.78,80.98,26.7942,80.9529,Raebareli Rd,Telibagh
6,11,0,Raebareli Rd,primary,0,8000,60.0,480.0,2800,2380,3600.0,0.778,506.35,heavy,26.350000000000023,0.9479608966130147,5,0.75,0.5556,0.7879,0.5714,0.375,0.5,0.1921,0.5381,26.7942,80.9529,26.78,80.98,Telibagh,Raebareli Rd
0,8,0,Lucknow-Kanpur,motorway,1,10000,80.0,450.0,3250,3230,5400.0,0.704,466.55,heavy,16.55000000000001,0.9645268459972136,7,1.0,1.0,0.7017,1.0,1.0,1.0,0.1153,0.4619,26.8467,80.9462,26.8,80.92,Lucknow Charbagh,Kanpur Rd
1,2,0,Vidhansabha Rd,secondary,0,4000,45.0,320.0,2500,2125,1800.0,1.389,498.61,gridlock,178.61,0.6417841599647017,4,0.25,0.2222,0.3283,0.2857,0.1875,0.0,0.8266,0.5233,26.8503,80.9402,26.8467,81.0001,Hazratganj,Gomti Nagar
2,1,0,Vidhansabha Rd,secondary,0,4000,45.0,320.0,2500,2125,1800.0,1.389,498.61,gridlock,178.61,0.6417841599647017,4,0.25,0.2222,0.3283,0.2857,0.1875,0.0,0.8266,0.5233,26.8467,81.0001,26.8503,80.9402,Gomti Nagar,Hazratganj
