u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
7,6,0,Danapur-Digha,secondary,0,5000,50.0,360.0,2000,1700,1800.0,1.111,442.3,gridlock,82.30000000000001,0.813927198733891,4,0.5385,0.5714,0.5238,0.2857,0.2857,0.0,0.8538,0.5439,25.6332,85.0808,25.6284,85.0437,Digha,Danapur
7,0,0,Digha-Patna,secondary,0,4000,45.0,320.0,2200,1870,1800.0,1.222,427.11,gridlock,107.11000000000001,0.749221512022664,4,0.3846,0.4286,0.4074,0.4286,0.4286,0.0,1.0,0.5111,25.6332,85.0808,25.6097,85.1376,Digha,Patna Jn. Station
0,7,0,Digha-Patna,secondary,0,4000,45.0,320.0,2200,1870,1800.0,1.222,427.11,gridlock,107.11000000000001,0.749221512022664,4,0.3846,0.4286,0.4074,0.4286,0.4286,0.0,1.0,0.5111,25.6097,85.1376,25.6332,85.0808,Patna Jn. Station,Digha
8,10,0,NH-30 E,motorway,1,5000,65.0,257.14,2800,2380,5400.0,0.519,259.93,moderate,2.7900000000000205,1.0,7,0.5385,1.0,0.2245,0.8571,0.8571,1.0,0.0738,0.1509,25.5997,85.1834,25.58,85.2,Patna Sahib,NH-30 Patna
9,5,0,Phulwari Rd,secondary,0,5000,45.0,400.0,1800,1530,1800.0,1.0,460.0,gridlock,60.0,0.8695652173913043,4,0.5385,0.4286,0.6402,0.1429,0.1429,0.0,0.7075,0.582,25.545,85.115,25.5948,85.1199,Phulwari Sharif,Rajendra Nagar
5,9,0,Phulwari Rd,secondary,0,5000,45.0,400.0,1800,1530,1800.0,1.0,460.0,gridlock,60.0,0.8695652173913043,4,0.5385,0.4286,0.6402,0.1429,0.1429,0.0,0.7075,0.582,25.5948,85.1199,25.545,85.115,Rajendra Nagar,Phulwari Sharif
10,4,0,Kankarbagh NH,secondary,0,3000,40.0,270.0,2000,1700,1800.0,1.111,331.73,gridlock,61.73000000000002,0.8139149308172309,4,0.2308,0.2857,0.2619,0.2857,0.2857,0.0,0.8538,0.3056,25.58,85.2,25.5932,85.1504,NH-30 Patna,Kankarbagh
4,10,0,Kankarbagh NH,secondary,0,3000,40.0,270.0,2000,1700,1800.0,1.111,331.73,gridlock,61.73000000000002,0.8139149308172309,4,0.2308,0.2857,0.2619,0.2857,0.2857,0.0,0.8538,0.3056,25.5932,85.1504,25.58,85.2,Kankarbagh,NH-30 Patna
0,3,0,Ashok Rajpath,primary,0,4000,45.0,320.0,3000,2550,3600.0,0.833,343.15,heavy,23.149999999999977,0.932536791490602,5,0.3846,0.4286,0.4074,1.0,1.0,0.5,0.4875,0.3302,25.6097,85.1376,25.6192,85.1018,Patna Jn. Station,Bailey Rd
3,0,0,Ashok Rajpath,primary,0,4000,45.0,320.0,3000,2550,3600.0,0.833,343.15,heavy,23.149999999999977,0.932536791490602,5,0.3846,0.4286,0.4074,1.0,1.0,0.5,0.4875,0.3302,25.6192,85.1018,25.6097,85.1376,Bailey Rd,Patna Jn. Station
1,4,0,Kankarbagh Link,secondary,0,4000,40.0,360.0,2000,1700,1800.0,1.111,442.3,gridlock,82.30000000000001,0.813927198733891,4,0.3846,0.2857,0.5238,0.2857,0.2857,0.0,0.8538,0.5439,25.6078,85.1398,25.5932,85.1504,Gandhi Maidan,Kankarbagh
4,1,0,Kankarbagh Link,secondary,0,4000,40.0,360.0,2000,1700,1800.0,1.111,442.3,gridlock,82.30000000000001,0.813927198733891,4,0.3846,0.2857,0.5238,0.2857,0.2857,0.0,0.8538,0.5439,25.5932,85.1504,25.6078,85.1398,Kankarbagh,Gandhi Maidan
6,9,0,NH-98,primary,0,8000,60.0,480.0,2200,1870,3600.0,0.611,490.04,moderate,10.04000000000002,0.9795118765815036,5,1.0,0.8571,0.873,0.4286,0.4286,0.5,0.195,0.6467,25.6284,85.0437,25.545,85.115,Danapur,Phulwari Sharif
9,6,0,NH-98,primary,0,8000,60.0,480.0,2200,1870,3600.0,0.611,490.04,moderate,10.04000000000002,0.9795118765815036,5,1.0,0.8571,0.873,0.4286,0.4286,0.5,0.195,0.6467,25.545,85.115,25.6284,85.0437,Phulwari Sharif,Danapur
