u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
13,9,0,Ring Rd,primary,0,4000,50.0,288.0,2500,2125,3600.0,0.694,298.05,moderate,10.050000000000011,0.9662808253648717,5,0.4332,0.7143,0.4286,0.9677,0.8333,1.0,0.3516,0.3956,12.33,76.67,12.3215,76.6562,Outer Ring Mysuru,Yadavagiri
10,12,0,Nanjangud Rd,primary,0,7925,60.0,480.0,2200,1870,3600.0,0.611,490.04,moderate,10.04000000000002,0.9703289527385518,5,1.0,1.0,1.0,0.7742,0.6667,1.0,0.1401,0.9026,12.28,76.62,12.25,76.68,Bogadi Rd,Nanjangud Rd
12,10,0,Nanjangud Rd,primary,0,7925,60.0,480.0,2200,1870,3600.0,0.611,490.04,moderate,10.04000000000002,0.9703289527385518,5,1.0,1.0,1.0,0.7742,0.6667,1.0,0.1401,0.9026,12.25,76.68,12.28,76.62,Nanjangud Rd,Bogadi Rd
11,2,0,Bannur Rd,secondary,0,3500,40.0,315.0,1400,1190,1800.0,0.778,332.29,heavy,17.29000000000002,0.9479671371392457,4,0.361,0.4286,0.5089,0.2581,0.2222,0.0,0.5656,0.486,12.29,76.66,12.2724,76.6681,Ring Rd Mysuru,Chamundi Hill Rd
2,11,0,Bannur Rd,secondary,0,3500,40.0,315.0,1400,1190,1800.0,0.778,332.29,heavy,17.29000000000002,0.9479671371392457,4,0.361,0.4286,0.5089,0.2581,0.2222,0.0,0.5656,0.486,12.2724,76.6681,12.29,76.66,Chamundi Hill Rd,Ring Rd Mysuru
12,11,0,NH-212,primary,0,5000,60.0,300.0,2550,2380,3600.0,0.778,316.47,heavy,16.470000000000027,0.9479571523367144,5,0.5776,1.0,0.4643,1.0,1.0,1.0,0.5656,0.4442,12.25,76.68,12.29,76.66,Nanjangud Rd,Ring Rd Mysuru
11,12,0,NH-212,primary,0,5000,60.0,300.0,2550,2380,3600.0,0.778,316.47,heavy,16.470000000000027,0.9479571523367144,5,0.5776,1.0,0.4643,1.0,1.0,1.0,0.5656,0.4442,12.29,76.66,12.25,76.68,Ring Rd Mysuru,Nanjangud Rd
13,6,0,Vani Vilas Rd,secondary,0,2500,35.0,257.14,1300,1105,1800.0,0.722,267.64,heavy,10.5,0.9607788714050857,4,0.2166,0.2857,0.3367,0.1935,0.1667,0.0,0.4229,0.3153,12.33,76.67,12.3155,76.6441,Outer Ring Mysuru,Kuvempu Nagar
6,13,0,Vani Vilas Rd,secondary,0,2500,35.0,257.14,1300,1105,1800.0,0.722,267.64,heavy,10.5,0.9607788714050857,4,0.2166,0.2857,0.3367,0.1935,0.1667,0.0,0.4229,0.3153,12.3155,76.6441,12.33,76.67,Kuvempu Nagar,Outer Ring Mysuru
14,4,0,KRS Main Rd,secondary,0,5500,50.0,396.0,1600,1360,1800.0,0.889,433.08,heavy,37.079999999999984,0.914380714879468,4,0.6498,0.7143,0.75,0.3871,0.3333,0.0,0.8484,0.7522,12.35,76.59,12.3367,76.6147,KRS Rd,Hebbal Mysuru
4,14,0,KRS Main Rd,secondary,0,5500,50.0,396.0,1600,1360,1800.0,0.889,433.08,heavy,37.079999999999984,0.914380714879468,4,0.6498,0.7143,0.75,0.3871,0.3333,0.0,0.8484,0.7522,12.3367,76.6147,12.35,76.59,Hebbal Mysuru,KRS Rd
15,3,0,Hunsur Rd,secondary,0,7000,55.0,458.18,1800,1530,1800.0,0.9485,526.91,heavy,68.72999999999996,0.8695637171088386,4,0.8664,0.8571,0.9351,0.5161,0.4444,0.0,1.0,1.0,12.31,76.58,12.3108,76.6072,Hunsur Rd,Vijayanagar Extn
3,15,0,Hunsur Rd,secondary,0,7000,55.0,458.18,1800,1530,1800.0,0.9485,526.91,heavy,68.72999999999996,0.8695637171088386,4,0.8664,0.8571,0.9351,0.5161,0.4444,0.0,1.0,1.0,12.3108,76.6072,12.31,76.58,Vijayanagar Extn,Hunsur Rd
1,6,0,Kantharaj Urs Rd,secondary,0,1800,35.0,185.14,1400,1190,1800.0,0.778,195.31,heavy,10.170000000000016,0.9479435622490255,4,0.1155,0.2857,0.1224,0.2581,0.2222,0.0,0.5656,0.1242,12.2958,76.6394,12.3155,76.6441,Mysuru Bus Stand,Kuvempu Nagar
6,1,0,Kantharaj Urs Rd,secondary,0,1800,35.0,185.14,1400,1190,1800.0,0.778,195.31,heavy,10.170000000000016,0.9479435622490255,4,0.1155,0.2857,0.1224,0.2581,0.2222,0.0,0.5656,0.1242,12.3155,76.6441,12.2958,76.6394,Kuvempu Nagar,Mysuru Bus Stand
0,6,0,Diwan's Rd,secondary,0,1500,35.0,154.29,1300,1105,1800.0,0.722,160.58,heavy,6.2900000000000205,0.9608028041207763,4,0.0722,0.2857,0.0306,0.1935,0.1667,0.0,0.4229,0.0325,12.3052,76.6551,12.3155,76.6441,Mysuru Palace,Kuvempu Nagar
6,0,0,Diwan's Rd,secondary,0,1500,35.0,154.29,1300,1105,1800.0,0.722,160.58,heavy,6.2900000000000205,0.9608028041207763,4,0.0722,0.2857,0.0306,0.1935,0.1667,0.0,0.4229,0.0325,12.3155,76.6441,12.3052,76.6551,Kuvempu Nagar,Mysuru Palace
