u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
9,4,0,Sachin Rd,secondary,0,8000,55.0,523.64,2800,2380,1800.0,1.556,750.19,gridlock,226.55000000000007,0.6980049902509545,4,1.0,0.8,0.6182,0.7778,0.7778,0.0,1.0,1.0,21.09,72.88,21.1578,72.8557,Sachin GIDC,Udhna
5,6,0,Varachha-Katargam,secondary,0,3000,40.0,270.0,2000,1700,1800.0,1.111,331.73,gridlock,61.73000000000002,0.8139149308172309,4,0.1667,0.2,0.125,0.3333,0.3333,0.0,0.5379,0.2152,21.2205,72.8362,21.2083,72.8745,Katargam,Varachha
6,5,0,Varachha-Katargam,secondary,0,3000,40.0,270.0,2000,1700,1800.0,1.111,331.73,gridlock,61.73000000000002,0.8139149308172309,4,0.1667,0.2,0.125,0.3333,0.3333,0.0,0.5379,0.2152,21.2083,72.8745,21.2205,72.8362,Varachha,Katargam
6,0,0,Varachha Main,secondary,0,3500,40.0,315.0,2200,1870,1800.0,1.222,420.44,gridlock,105.44,0.749215107982114,4,0.25,0.2,0.2125,0.4444,0.4444,0.0,0.6532,0.3815,21.2083,72.8745,21.1982,72.8432,Varachha,Surat Jn. Station
0,6,0,Varachha Main,secondary,0,3500,40.0,315.0,2200,1870,1800.0,1.222,420.44,gridlock,105.44,0.749215107982114,4,0.25,0.2,0.2125,0.4444,0.4444,0.0,0.6532,0.3815,21.1982,72.8432,21.2083,72.8745,Surat Jn. Station,Varachha
7,3,0,Athwa Lines Rd,secondary,0,3000,35.0,308.57,1800,1530,1800.0,1.0,354.86,gridlock,46.29000000000002,0.8695582161174226,4,0.1667,0.0,0.2,0.2222,0.2222,0.0,0.4226,0.2585,21.1672,72.7991,21.14,72.786,Athwa,Vesu
3,7,0,Athwa Lines Rd,secondary,0,3000,35.0,308.57,1800,1530,1800.0,1.0,354.86,gridlock,46.29000000000002,0.8695582161174226,4,0.1667,0.0,0.2,0.2222,0.2222,0.0,0.4226,0.2585,21.14,72.786,21.1672,72.7991,Vesu,Athwa
8,3,0,Althan-Vesu,secondary,0,2000,35.0,205.71,1400,1190,1800.0,0.778,217.01,heavy,11.299999999999983,0.94794841580704,4,0.0,0.0,0.0,0.0,0.0,0.0,0.1921,0.0,21.151,72.784,21.14,72.786,Althan,Vesu
3,8,0,Althan-Vesu,secondary,0,2000,35.0,205.71,1400,1190,1800.0,0.778,217.01,heavy,11.299999999999983,0.94794841580704,4,0.0,0.0,0.0,0.0,0.0,0.0,0.1921,0.0,21.14,72.786,21.151,72.784,Vesu,Althan
9,4,0,GIDC Rd,secondary,0,6000,50.0,432.0,2500,2125,1800.0,1.389,673.13,gridlock,241.13,0.641777962652088,4,0.6667,0.6,0.44,0.6111,0.6111,0.0,0.8266,0.8555,21.09,72.88,21.1578,72.8557,Sachin GIDC,Udhna
4,9,0,GIDC Rd,secondary,0,6000,50.0,432.0,2500,2125,1800.0,1.389,673.13,gridlock,241.13,0.641777962652088,4,0.6667,0.6,0.44,0.6111,0.6111,0.0,0.8266,0.8555,21.1578,72.8557,21.09,72.88,Udhna,Sachin GIDC
10,3,0,Hazira Rd,secondary,0,8000,60.0,720.0,2800,2380,1800.0,1.556,750.19,gridlock,30.190000000000055,0.6398379077300417,4,1.0,1.0,1.0,0.7778,0.7778,0.0,1.0,1.0,21.104,72.629,21.14,72.786,Hazira,Vesu
3,10,0,Hazira Rd,secondary,0,8000,60.0,720.0,2800,2380,1800.0,1.556,750.19,gridlock,30.190000000000055,0.6398379077300417,4,1.0,1.0,1.0,0.7778,0.7778,0.0,1.0,1.0,21.14,72.786,21.104,72.629,Vesu,Hazira
0,1,0,Ring Rd Link,motorway,1,4000,60.0,240.0,3200,2720,5400.0,0.593,244.44,moderate,4.439999999999998,0.9818360333824251,7,0.3333,1.0,0.0667,1.0,1.0,1.0,0.0,0.0514,21.1982,72.8432,21.1702,72.8311,Surat Jn. Station,Ring Rd Surat
2,5,0,Adajan-Katargam,secondary,0,5000,45.0,400.0,2000,1700,1800.0,1.111,491.45,gridlock,91.44999999999999,0.8139179977617256,4,0.5,0.4,0.3778,0.3333,0.3333,0.0,0.5379,0.5147,21.2046,72.7951,21.2205,72.8362,Adajan,Katargam
5,2,0,Adajan-Katargam,secondary,0,5000,45.0,400.0,2000,1700,1800.0,1.111,491.45,gridlock,91.44999999999999,0.8139179977617256,4,0.5,0.4,0.3778,0.3333,0.3333,0.0,0.5379,0.5147,21.2205,72.8362,21.2046,72.7951,Katargam,Adajan
7,8,0,Citylight Rd,secondary,0,3000,35.0,308.57,1500,1275,1800.0,0.833,330.89,heavy,22.319999999999993,0.9325498763076205,4,0.1667,0.0,0.2,0.0556,0.0556,0.0,0.2492,0.2136,21.1672,72.7991,21.151,72.784,Athwa,Althan
8,7,0,Citylight Rd,secondary,0,3000,35.0,308.57,1500,1275,1800.0,0.833,330.89,heavy,22.319999999999993,0.9325498763076205,4,0.1667,0.0,0.2,0.0556,0.0556,0.0,0.2492,0.2136,21.151,72.784,21.1672,72.7991,Althan,Athwa
