u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
2,4,0,CS Pur Main,secondary,0,2000,35.0,205.71,1500,1275,1800.0,0.833,220.6,heavy,14.889999999999986,0.9325216940810777,4,0.0,0.0,0.102,0.0,0.0,0.0,0.474,0.1177,20.3508,85.8139,20.3367,85.8147,Patia,Chandrasekharpur
5,2,0,NH-16,motorway,1,6000,47.5,308.57,2750,2550,5400.0,0.5824999999999999,312.98,moderate,4.410000000000025,1.0,7,1.0,1.0,0.5102,1.0,1.0,1.0,0.0,0.4128,20.35,85.87,20.3508,85.8139,Cuttack Rd,Patia
5,6,0,Cuttack Bypass,motorway,1,5000,47.5,276.92,2750,2380,5400.0,0.5824999999999999,279.93,moderate,3.009999999999991,1.0,7,0.75,1.0,0.3846,1.0,0.8667,1.0,0.0,0.3072,20.35,85.87,20.3,85.853,Cuttack Rd,Rasulgarh
6,10,0,Rasulgarh Rd,secondary,0,2500,40.0,225.0,1800,1530,1800.0,1.0,258.75,gridlock,33.75,0.8695652173913044,4,0.125,0.4,0.1786,0.24,0.2,0.0,0.79,0.2395,20.3,85.853,20.302,85.843,Rasulgarh,Saheed Nagar
10,6,0,Rasulgarh Rd,secondary,0,2500,40.0,225.0,1800,1530,1800.0,1.0,258.75,gridlock,33.75,0.8695652173913044,4,0.125,0.4,0.1786,0.24,0.2,0.0,0.79,0.2395,20.302,85.843,20.3,85.853,Saheed Nagar,Rasulgarh
7,8,0,Khandagiri-Tamando,secondary,0,4000,40.0,360.0,1500,1275,1800.0,0.833,386.04,heavy,26.04000000000002,0.9325458501709669,4,0.5,0.4,0.7143,0.0,0.0,0.0,0.474,0.6462,20.24,85.81,20.2644,85.773,Tamando,Khandagiri
8,7,0,Khandagiri-Tamando,secondary,0,4000,40.0,360.0,1500,1275,1800.0,0.833,386.04,heavy,26.04000000000002,0.9325458501709669,4,0.5,0.4,0.7143,0.0,0.0,0.0,0.474,0.6462,20.2644,85.773,20.24,85.81,Khandagiri,Tamando
8,3,0,Khandagiri Main,secondary,0,3000,35.0,308.57,1500,1275,1800.0,0.833,330.89,heavy,22.319999999999993,0.9325498763076205,4,0.25,0.0,0.5102,0.0,0.0,0.0,0.474,0.47,20.2644,85.773,20.2867,85.8032,Khandagiri,Nayapalli
3,8,0,Khandagiri Main,secondary,0,3000,35.0,308.57,1500,1275,1800.0,0.833,330.89,heavy,22.319999999999993,0.9325498763076205,4,0.25,0.0,0.5102,0.0,0.0,0.0,0.474,0.47,20.2867,85.8032,20.2644,85.773,Nayapalli,Khandagiri
9,6,0,Saheed Nagar Rd,secondary,0,2000,35.0,205.71,1800,1530,1800.0,1.0,236.57,gridlock,30.859999999999985,0.8695704684207031,4,0.0,0.0,0.102,0.24,0.2,0.0,0.79,0.1687,20.293,85.833,20.3,85.853,Unit 4,Rasulgarh
6,9,0,Saheed Nagar Rd,secondary,0,2000,35.0,205.71,1800,1530,1800.0,1.0,236.57,gridlock,30.859999999999985,0.8695704684207031,4,0.0,0.0,0.102,0.24,0.2,0.0,0.79,0.1687,20.3,85.853,20.293,85.833,Rasulgarh,Unit 4
10,1,0,Master Canteen Rd,secondary,0,2000,35.0,205.71,1800,1530,1800.0,1.0,236.57,gridlock,30.859999999999985,0.8695704684207031,4,0.0,0.0,0.102,0.24,0.2,0.0,0.79,0.1687,20.302,85.843,20.2963,85.8245,Saheed Nagar,Janpath
1,10,0,Master Canteen Rd,secondary,0,2000,35.0,205.71,1800,1530,1800.0,1.0,236.57,gridlock,30.859999999999985,0.8695704684207031,4,0.0,0.0,0.102,0.24,0.2,0.0,0.79,0.1687,20.2963,85.8245,20.302,85.843,Janpath,Saheed Nagar
0,6,0,Rasulgarh Link,secondary,0,3500,40.0,315.0,2000,1700,1800.0,1.111,387.02,gridlock,72.01999999999998,0.8139114257661104,4,0.375,0.4,0.5357,0.4,0.3333,0.0,1.0,0.6493,20.2656,85.8397,20.3,85.853,Bhubaneswar Stn,Rasulgarh
6,0,0,Rasulgarh Link,secondary,0,3500,40.0,315.0,2000,1700,1800.0,1.111,387.02,gridlock,72.01999999999998,0.8139114257661104,4,0.375,0.4,0.5357,0.4,0.3333,0.0,1.0,0.6493,20.3,85.853,20.2656,85.8397,Rasulgarh,Bhubaneswar Stn
4,5,0,NH-16 Link,motorway,1,5000,47.5,276.92,2750,2380,5400.0,0.5824999999999999,279.93,moderate,3.009999999999991,1.0,7,0.75,1.0,0.3846,1.0,0.8667,1.0,0.0,0.3072,20.3367,85.8147,20.35,85.87,Chandrasekharpur,Cuttack Rd
