u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
12,6,0,Rohini Rd,secondary,0,5000,50.0,360.0,3000,2550,1800.0,1.667,776.67,gridlock,416.66999999999996,0.463517323959983,4,0.3,0.2727,0.4853,0.0909,0.0909,0.0,0.9366,0.8517,28.7014,77.1305,28.7234,77.1115,Pitampura,Rohini
7,9,0,MB Rd,secondary,0,4000,45.0,320.0,3200,2720,1800.0,1.736,799.46,gridlock,479.46000000000004,0.4002701823731018,4,0.2,0.1818,0.3595,0.1818,0.1818,0.0,1.0,0.8887,28.5244,77.2167,28.5491,77.2518,Saket,Nehru Place
9,7,0,MB Rd,secondary,0,4000,45.0,320.0,3200,2720,1800.0,1.736,799.46,gridlock,479.46000000000004,0.4002701823731018,4,0.2,0.1818,0.3595,0.1818,0.1818,0.0,1.0,0.8887,28.5491,77.2518,28.5244,77.2167,Nehru Place,Saket
8,9,0,Ring Rd,primary,0,4000,50.0,288.0,3800,3230,3600.0,1.056,341.63,gridlock,53.629999999999995,0.8430172994174984,5,0.2,0.2727,0.2588,0.4545,0.4545,0.5,0.375,0.1445,28.5672,77.2434,28.5491,77.2518,Lajpat Nagar,Nehru Place
9,8,0,Ring Rd,primary,0,4000,50.0,288.0,3800,3230,3600.0,1.056,341.63,gridlock,53.629999999999995,0.8430172994174984,5,0.2,0.2727,0.2588,0.4545,0.4545,0.5,0.375,0.1445,28.5491,77.2518,28.5672,77.2434,Nehru Place,Lajpat Nagar
9,16,0,Mathura Rd,primary,0,5000,55.0,327.27,3500,2975,3600.0,0.972,371.13,heavy,43.860000000000014,0.8818277349519772,5,0.3,0.3636,0.3823,0.3182,0.3182,0.5,0.2978,0.1924,28.5491,77.2518,28.5355,77.2766,Nehru Place,Okhla
16,9,0,Mathura Rd,primary,0,5000,55.0,327.27,3500,2975,3600.0,0.972,371.13,heavy,43.860000000000014,0.8818277349519772,5,0.3,0.3636,0.3823,0.3182,0.3182,0.5,0.2978,0.1924,28.5355,77.2766,28.5491,77.2518,Okhla,Nehru Place
10,5,0,Najafgarh Rd,secondary,0,8000,55.0,523.64,2800,2380,1800.0,1.556,867.9250000000001,gridlock,344.2850000000001,0.6033198302115547,4,0.6,0.3636,1.0,0.0,0.0,0.0,0.8346,1.0,28.6288,77.0842,28.5921,77.046,Janakpuri,Dwarka
5,10,0,Najafgarh Rd,secondary,0,8000,55.0,523.64,2800,2380,1800.0,1.556,867.9250000000001,gridlock,344.2850000000001,0.6033198302115547,4,0.6,0.3636,1.0,0.0,0.0,0.0,0.8346,1.0,28.5921,77.046,28.6288,77.0842,Dwarka,Janakpuri
11,17,0,NH-24,motorway,1,6000,70.0,308.57,4000,3400,5400.0,0.741,322.51,heavy,13.939999999999998,0.9567809636024576,7,0.4,0.6364,0.3235,0.5455,0.5455,1.0,0.0855,0.1134,28.6699,77.2924,28.6289,77.2405,Shahdara,ITO
12,19,0,GT Karnal Rd,primary,0,5000,55.0,327.27,3000,2550,3600.0,0.833,350.95,heavy,23.680000000000007,0.9325337719695891,5,0.3,0.3636,0.3823,0.0909,0.0909,0.5,0.17,0.1596,28.7014,77.1305,28.7133,77.1761,Pitampura,Azadpur
19,12,0,GT Karnal Rd,primary,0,5000,55.0,327.27,3000,2550,3600.0,0.833,350.95,heavy,23.680000000000007,0.9325337719695891,5,0.3,0.3636,0.3823,0.0909,0.0909,0.5,0.17,0.1596,28.7133,77.1761,28.7014,77.1305,Azadpur,Pitampura
13,6,0,Ring Rd W,primary,0,6000,55.0,392.73,3200,2720,3600.0,0.889,429.5,heavy,36.76999999999998,0.9143824743359087,5,0.4,0.3636,0.5882,0.1818,0.1818,0.5,0.2215,0.2873,28.6644,77.1287,28.7234,77.1115,Punjabi Bagh,Rohini
6,13,0,Ring Rd W,primary,0,6000,55.0,392.73,3200,2720,3600.0,0.889,429.5,heavy,36.76999999999998,0.9143824743359087,5,0.4,0.3636,0.5882,0.1818,0.1818,0.5,0.2215,0.2873,28.7234,77.1115,28.6644,77.1287,Rohini,Punjabi Bagh
14,7,0,Mehrauli-Gurgaon,motorway,1,8000,80.0,360.0,4500,3825,5400.0,0.833,386.04,heavy,26.04000000000002,0.9325458501709669,7,0.6,0.8182,0.4853,0.7727,0.7727,1.0,0.17,0.2167,28.4595,77.0266,28.5244,77.2167,Gurgaon Border,Saket
15,16,0,Badarpur Rd,motorway,1,7000,70.0,360.0,4000,3400,5400.0,0.741,376.26,heavy,16.25999999999999,0.9567852017222135,7,0.5,0.6364,0.4853,0.5455,0.5455,1.0,0.0855,0.2008,28.4089,77.3178,28.5355,77.2766,Faridabad Rd,Okhla
16,8,0,Kalkaji Rd,secondary,0,2500,40.0,225.0,3000,2550,1800.0,1.667,485.42,gridlock,260.42,0.46351613036133654,4,0.05,0.0909,0.0607,0.0909,0.0909,0.0,0.9366,0.3782,28.5355,77.2766,28.5672,77.2434,Okhla,Lajpat Nagar
8,16,0,Kalkaji Rd,secondary,0,2500,40.0,225.0,3000,2550,1800.0,1.667,485.42,gridlock,260.42,0.46351613036133654,4,0.05,0.0909,0.0607,0.0909,0.0909,0.0,0.9366,0.3782,28.5672,77.2434,28.5355,77.2766,Lajpat Nagar,Okhla
17,0,0,IP Estate Rd,primary,0,2500,40.0,225.0,4000,3400,3600.0,1.111,276.44,gridlock,51.44,0.8139198379395166,5,0.05,0.0909,0.0607,0.5455,0.5455,0.5,0.4256,0.0385,28.6289,77.2405,28.6315,77.2167,ITO,Connaught Place
0,17,0,IP Estate Rd,primary,0,2500,40.0,225.0,4000,3400,3600.0,1.111,276.44,gridlock,51.44,0.8139198379395166,5,0.05,0.0909,0.0607,0.5455,0.5455,0.5,0.4256,0.0385,28.6315,77.2167,28.6289,77.2405,Connaught Place,ITO
18,3,0,Shyam Nath Marg,primary,0,3000,40.0,270.0,3800,3230,3600.0,1.056,320.28,gridlock,50.27999999999997,0.8430123641813413,5,0.1,0.0909,0.2022,0.4545,0.4545,0.5,0.375,0.1098,28.6505,77.2303,28.6514,77.1907,Chandni Chowk,Karol Bagh
3,18,0,Shyam Nath Marg,primary,0,3000,40.0,270.0,3800,3230,3600.0,1.056,320.28,gridlock,50.27999999999997,0.8430123641813413,5,0.1,0.0909,0.2022,0.4545,0.4545,0.5,0.375,0.1098,28.6514,77.1907,28.6505,77.2303,Karol Bagh,Chandni Chowk
19,1,0,GT Karnal Rd N,primary,0,8000,60.0,480.0,3500,2975,3600.0,0.972,544.33,heavy,64.33000000000004,0.8818180148071941,5,0.6,0.4545,0.8627,0.3182,0.3182,0.5,0.2978,0.474,28.7133,77.1761,28.6431,77.219,Azadpur,New Delhi Station
1,19,0,GT Karnal Rd N,primary,0,8000,60.0,480.0,3500,2975,3600.0,0.972,544.33,heavy,64.33000000000004,0.8818180148071941,5,0.6,0.4545,0.8627,0.3182,0.3182,0.5,0.2978,0.474,28.6431,77.219,28.7133,77.1761,New Delhi Station,Azadpur
11,4,0,NH-24 E,motorway,1,8000,80.0,360.0,4200,3570,5400.0,0.778,379.76,heavy,19.75999999999999,0.947967137139246,7,0.6,0.8182,0.4853,0.6364,0.6364,1.0,0.1195,0.2065,28.6699,77.2924,28.5706,77.3219,Shahdara,Noida Sec 18
