u,v,key,name,highway,oneway,length,speed_kph,travel_time,traffic_volume,PCU,capacity,vc_ratio,congested_time,congestion_class,delay_sec,speed_efficiency,highway_code,length_norm,speed_kph_norm,travel_time_norm,traffic_volume_norm,PCU_norm,capacity_norm,vc_ratio_norm,congested_time_norm,u_lat,u_lon,v_lat,v_lon,u_name,v_name
4,13,0,VIP Rd,primary,0,5000,60.0,300.0,3500,2975,3600.0,0.972,340.2,heavy,40.19999999999999,0.8818342151675486,5,0.5385,0.7778,0.5185,0.4,0.4,0.5,0.2997,0.2037,22.5704,88.4318,22.5878,88.3866,Salt Lake Sec V,Ultadanga
13,4,0,VIP Rd,primary,0,5000,60.0,300.0,3500,2975,3600.0,0.972,340.2,heavy,40.19999999999999,0.8818342151675486,5,0.5385,0.7778,0.5185,0.4,0.4,0.5,0.2997,0.2037,22.5878,88.3866,22.5704,88.4318,Ultadanga,Salt Lake Sec V
5,12,0,Rashbehari Ave,secondary,0,3000,35.0,308.57,2800,2380,1800.0,1.556,579.58,gridlock,271.01000000000005,0.5324052392619285,4,0.2308,0.2222,0.5555,0.12,0.12,0.0,0.7205,0.8344,22.4994,88.3478,22.5261,88.3423,Tollygunge,Kalighat
12,5,0,Rashbehari Ave,secondary,0,3000,35.0,308.57,2800,2380,1800.0,1.556,579.58,gridlock,271.01000000000005,0.5324052392619285,4,0.2308,0.2222,0.5555,0.12,0.12,0.0,0.7205,0.8344,22.5261,88.3423,22.4994,88.3478,Kalighat,Tollygunge
6,5,0,Diamond Harbour Rd,secondary,0,4000,40.0,360.0,2500,2125,1800.0,1.389,560.94,gridlock,200.94000000000005,0.6417798695047598,4,0.3846,0.3333,0.7778,0.0,0.0,0.0,0.6001,0.7853,22.5007,88.3128,22.4994,88.3478,Behala,Tollygunge
5,6,0,Diamond Harbour Rd,secondary,0,4000,40.0,360.0,2500,2125,1800.0,1.389,560.94,gridlock,200.94000000000005,0.6417798695047598,4,0.3846,0.3333,0.7778,0.0,0.0,0.0,0.6001,0.7853,22.4994,88.3478,22.5007,88.3128,Tollygunge,Behala
7,15,0,Jessore Rd,primary,0,5000,55.0,327.27,3200,2720,3600.0,0.889,357.92,heavy,30.650000000000034,0.9143739586296582,5,0.5385,0.6667,0.6363,0.28,0.28,0.5,0.2399,0.2504,22.6498,88.3979,22.599,88.3786,Dumdum,Shyambazar
15,7,0,Jessore Rd,primary,0,5000,55.0,327.27,3200,2720,3600.0,0.889,357.92,heavy,30.650000000000034,0.9143739586296582,5,0.5385,0.6667,0.6363,0.28,0.28,0.5,0.2399,0.2504,22.599,88.3786,22.6498,88.3979,Shyambazar,Dumdum
8,0,0,Grand Trunk W,primary,0,4000,50.0,288.0,4000,3400,3600.0,1.111,353.84,gridlock,65.83999999999997,0.8139271987338911,5,0.3846,0.5556,0.4667,0.6,0.6,0.5,0.3999,0.2397,22.604,88.3289,22.585,88.3425,Bally Bridge,Howrah Station
0,8,0,Grand Trunk W,primary,0,4000,50.0,288.0,4000,3400,3600.0,1.111,353.84,gridlock,65.83999999999997,0.8139271987338911,5,0.3846,0.5556,0.4667,0.6,0.6,0.5,0.3999,0.2397,22.585,88.3425,22.604,88.3289,Howrah Station,Bally Bridge
9,14,0,Garia Rd,secondary,0,4000,40.0,360.0,2500,2125,1800.0,1.389,560.94,gridlock,200.94000000000005,0.6417798695047598,4,0.3846,0.3333,0.7778,0.0,0.0,0.0,0.6001,0.7853,22.464,88.3909,22.4976,88.3715,Garia,Jadavpur
14,9,0,Garia Rd,secondary,0,4000,40.0,360.0,2500,2125,1800.0,1.389,560.94,gridlock,200.94000000000005,0.6417798695047598,4,0.3846,0.3333,0.7778,0.0,0.0,0.0,0.6001,0.7853,22.4976,88.3715,22.464,88.3909,Jadavpur,Garia
10,4,0,Rajarhat Rd,motorway,1,6000,60.0,360.0,3500,2975,5400.0,0.648,369.53,moderate,9.529999999999973,0.9742104835872597,7,0.6923,0.7778,0.7778,0.4,0.4,1.0,0.0663,0.281,22.585,88.4645,22.5704,88.4318,New Town,Salt Lake Sec V
11,9,0,EM Bypass S,motorway,1,8000,70.0,411.43,4000,3400,5400.0,0.741,430.01,heavy,18.579999999999984,0.95678838033667,7,1.0,1.0,1.0,0.6,0.6,1.0,0.1333,0.4403,22.5273,88.3937,22.464,88.3909,EM Bypass,Garia
11,4,0,EM Bypass N,motorway,1,6000,70.0,308.57,3800,3230,5400.0,0.704,319.92,heavy,11.350000000000023,0.9645268459972135,7,0.6923,1.0,0.5555,0.52,0.52,1.0,0.1066,0.1503,22.5273,88.3937,22.5704,88.4318,EM Bypass,Salt Lake Sec V
12,5,0,Tolly Rd,secondary,0,2500,35.0,257.14,2800,2380,1800.0,1.556,482.99,gridlock,225.85000000000002,0.5323978905212472,4,0.1538,0.2222,0.3333,0.12,0.12,0.0,0.7205,0.5799,22.5261,88.3423,22.4994,88.3478,Kalighat,Tollygunge
5,12,0,Tolly Rd,secondary,0,2500,35.0,257.14,2800,2380,1800.0,1.556,482.99,gridlock,225.85000000000002,0.5323978905212472,4,0.1538,0.2222,0.3333,0.12,0.12,0.0,0.7205,0.5799,22.4994,88.3478,22.5261,88.3423,Tollygunge,Kalighat
13,7,0,VIP Rd N,primary,0,6000,55.0,392.73,3200,2720,3600.0,0.889,429.5,heavy,36.76999999999998,0.9143824743359087,5,0.6923,0.6667,0.9192,0.28,0.28,0.5,0.2399,0.439,22.5878,88.3866,22.6498,88.3979,Ultadanga,Dumdum
7,13,0,VIP Rd N,primary,0,6000,55.0,392.73,3200,2720,3600.0,0.889,429.5,heavy,36.76999999999998,0.9143824743359087,5,0.6923,0.6667,0.9192,0.28,0.28,0.5,0.2399,0.439,22.6498,88.3979,22.5878,88.3866,Dumdum,Ultadanga
14,9,0,Jadavpur Rd,secondary,0,3000,35.0,308.57,2500,2125,1800.0,1.389,480.8,gridlock,172.23000000000002,0.6417874970287616,4,0.2308,0.2222,0.5555,0.0,0.0,0.0,0.6001,0.5742,22.4976,88.3715,22.464,88.3909,Jadavpur,Garia
9,14,0,Jadavpur Rd,secondary,0,3000,35.0,308.57,2500,2125,1800.0,1.389,480.8,gridlock,172.23000000000002,0.6417874970287616,4,0.2308,0.2222,0.5555,0.0,0.0,0.0,0.6001,0.5742,22.464,88.3909,22.4976,88.3715,Garia,Jadavpur
15,1,0,Shyambazar 5 Pt,secondary,0,2500,35.0,257.14,3000,2550,1800.0,1.667,554.76,gridlock,297.62,0.46352090479280617,4,0.1538,0.2222,0.3333,0.2,0.2,0.0,0.8004,0.769,22.599,88.3786,22.5651,88.3702,Shyambazar,Sealdah
1,15,0,Shyambazar 5 Pt,secondary,0,2500,35.0,257.14,3000,2550,1800.0,1.667,554.76,gridlock,297.62,0.46352090479280617,4,0.1538,0.2222,0.3333,0.2,0.2,0.0,0.8004,0.769,22.5651,88.3702,22.599,88.3786,Sealdah,Shyambazar
